Latitude,Longitude,LocationTime,ShipmentNumber
52.797555,-1.663071,1/29/2021 11:58,SEZHUK-210127-000836
52.797433,-1.662567,1/29/2021 12:00,SEZHUK-210127-000836
52.795988,-1.660608,1/29/2021 12:02,SEZHUK-210127-000836
52.796537,-1.661168,1/29/2021 12:04,SEZHUK-210127-000836
52.796545,-1.663258,1/29/2021 12:06,SEZHUK-210127-000836
52.795737,-1.660617,1/29/2021 12:08,SEZHUK-210127-000836
52.79759,-1.663096,1/29/2021 12:10,SEZHUK-210127-000836
52.796633,-1.664235,1/29/2021 12:12,SEZHUK-210127-000836
52.795532,-1.664165,1/29/2021 12:14,SEZHUK-210127-000836
52.802913,-1.668332,1/29/2021 12:14,SEZHUK-210127-000836
52.827108,-1.630707,1/29/2021 12:17,SEZHUK-210127-000836
52.844008,-1.59708,1/29/2021 12:19,SEZHUK-210127-000836
52.867252,-1.568967,1/29/2021 12:31,SEZHUK-210127-000836
52.87037,-1.523848,1/29/2021 12:36,SEZHUK-210127-000836
52.863087,-1.470355,1/29/2021 12:36,SEZHUK-210127-000836
52.861993,-1.419757,1/29/2021 12:45,SEZHUK-210127-000836
52.86308,-1.356675,1/29/2021 12:45,SEZHUK-210127-000836
52.846603,-1.295407,1/29/2021 12:52,SEZHUK-210127-000836
52.858758,-1.261273,1/29/2021 13:09,SEZHUK-210127-000836
52.88349,-1.22048,1/29/2021 13:14,SEZHUK-210127-000836
52.899792,-1.197395,1/29/2021 13:18,SEZHUK-210127-000836
52.919503,-1.16939,1/29/2021 13:22,SEZHUK-210127-000836
52.934362,-1.177645,1/29/2021 13:25,SEZHUK-210127-000836
52.932227,-1.18477,1/29/2021 13:25,SEZHUK-210127-000836
51.91636,-2.149398,2/3/2021 9:18,SEZHUK-210202-001013
51.891108,-2.150748,2/3/2021 9:18,SEZHUK-210202-001013
51.892017,-2.140993,2/3/2021 9:18,SEZHUK-210202-001013
51.893323,-2.134912,2/3/2021 9:20,SEZHUK-210202-001013
51.89438,-2.130643,2/3/2021 9:22,SEZHUK-210202-001013
51.894183,-2.129543,2/3/2021 9:22,SEZHUK-210202-001013
51.887617,-2.160258,2/3/2021 9:24,SEZHUK-210202-001013
51.879167,-2.198412,2/3/2021 9:24,SEZHUK-210202-001013
51.866535,-2.196248,2/3/2021 9:24,SEZHUK-210202-001013
51.864697,-2.212337,2/3/2021 9:24,SEZHUK-210202-001013
51.857098,-2.220962,2/3/2021 9:27,SEZHUK-210202-001013
51.848298,-2.22711,2/3/2021 9:28,SEZHUK-210202-001013
51.839942,-2.242243,2/3/2021 9:28,SEZHUK-210202-001013
51.826953,-2.24557,2/3/2021 9:28,SEZHUK-210202-001013
51.822247,-2.240457,2/3/2021 9:28,SEZHUK-210202-001013
51.822793,-2.24065,2/3/2021 9:30,SEZHUK-210202-001013
51.822333,-2.240643,2/3/2021 9:30,SEZHUK-210202-001013
52.99591,-1.278716,2/3/2021 9:30,SEZHUK-210202-001013
53.021165,-1.327786,2/3/2021 9:30,SEZHUK-210202-001013
52.995909,-1.278695,2/3/2021 9:31,SEZHUK-210202-001013
53.020653,-1.327712,2/3/2021 9:31,SEZHUK-210202-001013
53.019856,-1.327553,2/3/2021 9:31,SEZHUK-210202-001013
53.019953,-1.326787,2/3/2021 9:31,SEZHUK-210202-001013
52.998011,-1.2687,2/3/2021 9:32,SEZHUK-210202-001013
52.99536,-1.263102,2/3/2021 9:32,SEZHUK-210202-001013
52.990483,-1.236645,2/3/2021 9:32,SEZHUK-210202-001013
53.007926,-1.235988,2/3/2021 9:32,SEZHUK-210202-001013
53.008959,-1.237348,2/3/2021 9:38,SEZHUK-210202-001013
53.03308,-1.248952,2/3/2021 9:38,SEZHUK-210202-001013
53.034268,-1.249565,2/3/2021 9:38,SEZHUK-210202-001013
53.059869,-1.265397,2/3/2021 9:38,SEZHUK-210202-001013
53.078639,-1.293026,2/3/2021 9:44,SEZHUK-210202-001013
53.080076,-1.294924,2/3/2021 9:48,SEZHUK-210202-001013
53.0993,-1.321228,2/3/2021 9:51,SEZHUK-210202-001013
53.100614,-1.323394,2/3/2021 9:51,SEZHUK-210202-001013
53.124126,-1.332308,2/3/2021 9:51,SEZHUK-210202-001013
53.125796,-1.331205,2/3/2021 9:53,SEZHUK-210202-001013
53.156044,-1.327128,2/3/2021 9:53,SEZHUK-210202-001013
53.180478,-1.323426,2/3/2021 9:53,SEZHUK-210202-001013
53.182519,-1.323127,2/3/2021 10:03,SEZHUK-210202-001013
53.206935,-1.322271,2/3/2021 10:03,SEZHUK-210202-001013
53.208866,-1.322636,2/3/2021 10:03,SEZHUK-210202-001013
53.227567,-1.332282,2/3/2021 10:03,SEZHUK-210202-001013
53.229534,-1.332893,2/3/2021 10:46,SEZHUK-210202-001013
53.25221,-1.326737,2/3/2021 10:46,SEZHUK-210202-001013
53.254192,-1.324645,2/3/2021 10:46,SEZHUK-210202-001013
53.273716,-1.302175,2/3/2021 10:46,SEZHUK-210202-001013
53.275815,-1.301041,2/3/2021 10:52,SEZHUK-210202-001013
53.299353,-1.291289,2/3/2021 10:52,SEZHUK-210202-001013
53.301458,-1.290131,2/3/2021 10:52,SEZHUK-210202-001013
53.325024,-1.281173,2/3/2021 10:52,SEZHUK-210202-001013
53.329241,-1.282998,2/3/2021 10:52,SEZHUK-210202-001013
53.350983,-1.287328,2/3/2021 10:58,SEZHUK-210202-001013
53.355,-1.285752,2/3/2021 10:58,SEZHUK-210202-001013
53.376592,-1.279816,2/3/2021 11:04,SEZHUK-210202-001013
53.38071,-1.278325,2/3/2021 11:04,SEZHUK-210202-001013
53.400836,-1.264618,2/3/2021 11:13,SEZHUK-210202-001013
53.409186,-1.258243,2/3/2021 11:13,SEZHUK-210202-001013
53.426346,-1.249797,2/3/2021 11:13,SEZHUK-210202-001013
53.434611,-1.243551,2/3/2021 11:13,SEZHUK-210202-001013
53.449722,-1.228672,2/3/2021 11:17,SEZHUK-210202-001013
53.454042,-1.216377,2/3/2021 11:17,SEZHUK-210202-001013
53.463054,-1.189627,2/3/2021 11:23,SEZHUK-210202-001013
53.46757,-1.176759,2/3/2021 11:23,SEZHUK-210202-001013
53.477842,-1.15205,2/3/2021 11:23,SEZHUK-210202-001013
53.483074,-1.139886,2/3/2021 11:23,SEZHUK-210202-001013
53.489011,-1.11213,2/3/2021 11:29,SEZHUK-210202-001013
53.488189,-1.09727,2/3/2021 11:44,SEZHUK-210202-001013
53.498703,-1.059253,2/3/2021 11:44,SEZHUK-210202-001013
53.515358,-1.045207,2/3/2021 11:44,SEZHUK-210202-001013
53.522801,-1.039948,2/3/2021 11:45,SEZHUK-210202-001013
53.53862,-1.023267,2/3/2021 11:48,SEZHUK-210202-001013
53.545357,-1.0161,2/3/2021 11:49,SEZHUK-210202-001013
53.561607,-1.000683,2/3/2021 11:52,SEZHUK-210202-001013
53.568856,-0.995079,2/3/2021 11:58,SEZHUK-210202-001013
53.58551,-0.98458,2/3/2021 11:59,SEZHUK-210202-001013
53.590794,-0.988638,2/3/2021 11:59,SEZHUK-210202-001013
53.592288,-0.97105,2/3/2021 12:04,SEZHUK-210202-001013
53.593102,-0.961349,2/3/2021 12:05,SEZHUK-210202-001013
53.605664,-0.963995,2/3/2021 12:05,SEZHUK-210202-001013
53.608082,-0.964702,2/3/2021 12:05,SEZHUK-210202-001013
53.610033,-0.959005,2/3/2021 12:05,SEZHUK-210202-001013
53.610068,-0.958961,2/3/2021 12:10,SEZHUK-210202-001013
53.609997,-0.959736,2/3/2021 12:10,SEZHUK-210202-001013
53.608958,-0.962845,2/3/2021 12:12,SEZHUK-210202-001013
53.596912,-0.965284,2/3/2021 12:12,SEZHUK-210202-001013
53.592061,-0.961038,2/3/2021 12:14,SEZHUK-210202-001013
53.591666,-0.933463,2/3/2021 12:14,SEZHUK-210202-001013
53.589821,-0.92277,2/3/2021 12:14,SEZHUK-210202-001013
53.581223,-0.920001,2/3/2021 12:14,SEZHUK-210202-001013
53.576207,-0.921669,2/3/2021 12:17,SEZHUK-210202-001013
53.569454,-0.923689,2/3/2021 12:17,SEZHUK-210202-001013
53.568058,-0.923801,2/3/2021 12:17,SEZHUK-210202-001013
53.568045,-0.923928,2/3/2021 12:17,SEZHUK-210202-001013
53.573159,-0.860618,2/3/2021 12:18,SEZHUK-210202-001013
53.56782,-0.924613,2/3/2021 12:18,SEZHUK-210202-001013
53.56785,-0.9243,2/3/2021 12:18,SEZHUK-210202-001013
53.567152,-0.924088,2/3/2021 12:18,SEZHUK-210202-001013
53.567689,-0.924543,2/3/2021 12:19,SEZHUK-210202-001013
53.567736,-0.924464,2/3/2021 12:19,SEZHUK-210202-001013
53.588936,-0.965654,2/3/2021 12:19,SEZHUK-210202-001013
53.568012,-0.92451,2/3/2021 12:19,SEZHUK-210202-001013
53.567608,-0.923773,2/3/2021 12:19,SEZHUK-210202-001013
53.567867,-0.924384,2/3/2021 12:19,SEZHUK-210202-001013
53.567899,-0.924545,2/3/2021 12:19,SEZHUK-210202-001013
53.567295,-0.92315,2/3/2021 12:19,SEZHUK-210202-001013
53.567944,-0.924442,2/3/2021 12:19,SEZHUK-210202-001013
53.56815,-0.925113,2/3/2021 12:19,SEZHUK-210202-001013
53.568336,-0.925716,2/3/2021 12:19,SEZHUK-210202-001013
53.56833,-0.925805,2/3/2021 12:19,SEZHUK-210202-001013
53.568253,-0.925773,2/3/2021 12:20,SEZHUK-210202-001013
53.568303,-0.926573,2/3/2021 12:20,SEZHUK-210202-001013
53.56806,-0.924959,2/3/2021 12:20,SEZHUK-210202-001013
53.567994,-0.926213,2/3/2021 12:20,SEZHUK-210202-001013
53.568585,-0.926372,2/3/2021 12:20,SEZHUK-210202-001013
53.587623,-0.917335,2/3/2021 12:20,SEZHUK-210202-001013
53.382899,-1.391438,2/3/2021 12:20,SEZHUK-210202-001013
53.568596,-0.927225,2/3/2021 12:20,SEZHUK-210202-001013
53.567993,-0.927099,2/3/2021 12:20,SEZHUK-210202-001013
53.567869,-0.927016,2/3/2021 12:20,SEZHUK-210202-001013
53.568564,-0.926851,2/3/2021 12:20,SEZHUK-210202-001013
53.568438,-0.927367,2/3/2021 12:20,SEZHUK-210202-001013
53.569022,-0.927483,2/3/2021 12:21,SEZHUK-210202-001013
53.568314,-0.927821,2/3/2021 12:21,SEZHUK-210202-001013
53.574259,-0.89519,2/3/2021 12:21,SEZHUK-210202-001013
53.3829,-1.39143,2/3/2021 12:21,SEZHUK-210202-001013
53.568444,-0.926882,2/3/2021 12:21,SEZHUK-210202-001013
53.567549,-0.924,2/3/2021 12:21,SEZHUK-210202-001013
53.588614,-0.96363,2/3/2021 12:21,SEZHUK-210202-001013
53.590624,-0.962341,2/3/2021 12:21,SEZHUK-210202-001013
53.591334,-0.963366,2/3/2021 12:23,SEZHUK-210202-001013
53.588746,-0.963785,2/3/2021 12:23,SEZHUK-210202-001013
53.591571,-0.989902,2/3/2021 12:23,SEZHUK-210202-001013
53.592731,-0.990535,2/3/2021 12:23,SEZHUK-210202-001013
53.592773,-0.991755,2/3/2021 12:23,SEZHUK-210202-001013
53.592424,-0.989694,2/3/2021 12:23,SEZHUK-210202-001013
53.593024,-0.989059,2/3/2021 12:23,SEZHUK-210202-001013
53.592248,-0.992221,2/3/2021 12:23,SEZHUK-210202-001013
53.59349,-0.990617,2/3/2021 12:24,SEZHUK-210202-001013
53.592887,-0.989532,2/3/2021 12:24,SEZHUK-210202-001013
53.593013,-0.990351,2/3/2021 12:24,SEZHUK-210202-001013
53.592999,-0.991194,2/3/2021 12:24,SEZHUK-210202-001013
53.592878,-0.990705,2/3/2021 12:24,SEZHUK-210202-001013
53.592874,-0.99088,2/3/2021 12:24,SEZHUK-210202-001013
53.592902,-0.99051,2/3/2021 12:24,SEZHUK-210202-001013
53.592919,-0.990641,2/3/2021 12:24,SEZHUK-210202-001013
53.592935,-0.990437,2/3/2021 12:25,SEZHUK-210202-001013
53.59272,-0.990418,2/3/2021 12:25,SEZHUK-210202-001013
53.592785,-0.990637,2/3/2021 12:25,SEZHUK-210202-001013
53.600276,-0.985787,2/3/2021 12:25,SEZHUK-210202-001013
53.592981,-0.990446,2/3/2021 12:26,SEZHUK-210202-001013
53.592854,-0.990333,2/3/2021 12:26,SEZHUK-210202-001013
53.592746,-0.990477,2/3/2021 12:26,SEZHUK-210202-001013
53.592766,-0.990597,2/3/2021 12:26,SEZHUK-210202-001013
53.59286,-0.990643,2/3/2021 12:26,SEZHUK-210202-001013
53.593081,-0.990277,2/3/2021 12:26,SEZHUK-210202-001013
53.592278,-0.991808,2/3/2021 12:26,SEZHUK-210202-001013
53.592365,-0.9906,2/3/2021 12:26,SEZHUK-210202-001013
53.59287,-0.990394,2/3/2021 12:27,SEZHUK-210202-001013
53.592893,-0.990663,2/3/2021 12:27,SEZHUK-210202-001013
53.592988,-0.989793,2/3/2021 12:27,SEZHUK-210202-001013
53.592036,-0.990974,2/3/2021 12:27,SEZHUK-210202-001013
53.592957,-0.990342,2/3/2021 12:27,SEZHUK-210202-001013
53.5931,-0.990565,2/3/2021 12:27,SEZHUK-210202-001013
53.598457,-0.991824,2/3/2021 12:27,SEZHUK-210202-001013
53.592622,-0.990784,2/3/2021 12:27,SEZHUK-210202-001013
53.592845,-0.98993,2/3/2021 12:27,SEZHUK-210202-001013
53.592363,-0.991925,2/3/2021 12:27,SEZHUK-210202-001013
53.59245,-0.994079,2/3/2021 12:27,SEZHUK-210202-001013
53.59292,-0.991009,2/3/2021 12:27,SEZHUK-210202-001013
53.5926,-0.990681,2/3/2021 12:28,SEZHUK-210202-001013
53.592183,-0.988817,2/3/2021 12:28,SEZHUK-210202-001013
53.592906,-0.990391,2/3/2021 12:28,SEZHUK-210202-001013
53.593504,-0.990187,2/3/2021 12:28,SEZHUK-210202-001013
53.592715,-0.990527,2/3/2021 12:29,SEZHUK-210202-001013
53.592237,-0.99142,2/3/2021 12:29,SEZHUK-210202-001013
53.59256,-0.990638,2/3/2021 12:29,SEZHUK-210202-001013
53.59321,-0.990063,2/3/2021 12:29,SEZHUK-210202-001013
53.592144,-0.991043,2/3/2021 12:29,SEZHUK-210202-001013
53.593424,-0.990584,2/3/2021 12:29,SEZHUK-210202-001013
53.592854,-0.990608,2/3/2021 12:29,SEZHUK-210202-001013
53.593828,-0.989229,2/3/2021 12:29,SEZHUK-210202-001013
53.591069,-0.990198,2/3/2021 12:29,SEZHUK-210202-001013
53.592599,-0.990741,2/3/2021 12:29,SEZHUK-210202-001013
53.593301,-0.989674,2/3/2021 12:29,SEZHUK-210202-001013
53.593563,-0.991276,2/3/2021 12:29,SEZHUK-210202-001013
53.593075,-0.990516,2/3/2021 12:30,SEZHUK-210202-001013
53.592454,-0.989801,2/3/2021 12:30,SEZHUK-210202-001013
53.599261,-0.98575,2/3/2021 12:30,SEZHUK-210202-001013
53.596548,-0.986458,2/3/2021 12:30,SEZHUK-210202-001013
53.592752,-0.990033,2/3/2021 12:30,SEZHUK-210202-001013
53.592875,-0.990534,2/3/2021 12:30,SEZHUK-210202-001013
53.592484,-0.991125,2/3/2021 12:30,SEZHUK-210202-001013
53.592558,-0.99034,2/3/2021 12:30,SEZHUK-210202-001013
53.592953,-0.99053,2/3/2021 12:31,SEZHUK-210202-001013
53.592645,-0.99036,2/3/2021 12:31,SEZHUK-210202-001013
53.59286,-0.990183,2/3/2021 12:31,SEZHUK-210202-001013
53.593121,-0.991029,2/3/2021 12:31,SEZHUK-210202-001013
53.592617,-0.991437,2/3/2021 12:31,SEZHUK-210202-001013
53.592458,-0.991223,2/3/2021 12:31,SEZHUK-210202-001013
53.592761,-0.990195,2/3/2021 12:31,SEZHUK-210202-001013
53.592686,-0.990872,2/3/2021 12:31,SEZHUK-210202-001013
53.593015,-0.990541,2/3/2021 12:31,SEZHUK-210202-001013
53.593042,-0.990488,2/3/2021 12:31,SEZHUK-210202-001013
53.592909,-0.990448,2/3/2021 12:31,SEZHUK-210202-001013
53.592704,-0.990694,2/3/2021 12:31,SEZHUK-210202-001013
53.5962,-0.987654,2/3/2021 12:32,SEZHUK-210202-001013
53.592963,-0.990568,2/3/2021 12:32,SEZHUK-210202-001013
53.592925,-0.990953,2/3/2021 12:32,SEZHUK-210202-001013
53.593217,-0.990302,2/3/2021 12:32,SEZHUK-210202-001013
53.593283,-0.990029,2/3/2021 12:32,SEZHUK-210202-001013
53.592967,-0.989636,2/3/2021 12:32,SEZHUK-210202-001013
53.592874,-0.989706,2/3/2021 12:32,SEZHUK-210202-001013
53.593145,-0.990363,2/3/2021 12:32,SEZHUK-210202-001013
53.59069,-0.993695,2/3/2021 12:33,SEZHUK-210202-001013
53.592334,-0.986086,2/3/2021 12:33,SEZHUK-210202-001013
53.555653,-1.005672,2/3/2021 12:33,SEZHUK-210202-001013
53.511554,-1.047603,2/3/2021 12:33,SEZHUK-210202-001013
53.488558,-1.113367,2/3/2021 12:33,SEZHUK-210202-001013
53.462832,-1.191677,2/3/2021 12:33,SEZHUK-210202-001013
53.455211,-1.210658,2/3/2021 12:33,SEZHUK-210202-001013
53.438738,-1.239446,2/3/2021 12:33,SEZHUK-210202-001013
53.414662,-1.255592,2/3/2021 12:34,SEZHUK-210202-001013
53.409877,-1.257976,2/3/2021 12:34,SEZHUK-210202-001013
53.387442,-1.277063,2/3/2021 12:34,SEZHUK-210202-001013
53.358453,-1.284108,2/3/2021 12:34,SEZHUK-210202-001013
53.337914,-1.289177,2/3/2021 12:34,SEZHUK-210202-001013
53.316048,-1.28113,2/3/2021 12:34,SEZHUK-210202-001013
53.313994,-1.2821,2/3/2021 12:34,SEZHUK-210202-001013
53.296343,-1.29205,2/3/2021 12:34,SEZHUK-210202-001013
53.272598,-1.302621,2/3/2021 12:35,SEZHUK-210202-001013
53.251955,-1.326833,2/3/2021 12:35,SEZHUK-210202-001013
53.245647,-1.331373,2/3/2021 12:35,SEZHUK-210202-001013
53.232449,-1.332928,2/3/2021 12:35,SEZHUK-210202-001013
53.210367,-1.322548,2/3/2021 12:35,SEZHUK-210202-001013
53.203359,-1.321559,2/3/2021 12:35,SEZHUK-210202-001013
53.188559,-1.323321,2/3/2021 12:35,SEZHUK-210202-001013
53.180738,-1.32327,2/3/2021 12:35,SEZHUK-210202-001013
53.143273,-1.330763,2/3/2021 12:36,SEZHUK-210202-001013
53.124922,-1.330681,2/3/2021 12:36,SEZHUK-210202-001013
53.119023,-1.334601,2/3/2021 12:36,SEZHUK-210202-001013
53.093596,-1.308495,2/3/2021 12:36,SEZHUK-210202-001013
53.070903,-1.279378,2/3/2021 12:36,SEZHUK-210202-001013
53.069863,-1.27732,2/3/2021 12:36,SEZHUK-210202-001013
53.052757,-1.257284,2/3/2021 12:36,SEZHUK-210202-001013
53.029192,-1.24675,2/3/2021 12:36,SEZHUK-210202-001013
53.027196,-1.246213,2/3/2021 12:37,SEZHUK-210202-001013
53.002449,-1.231409,2/3/2021 12:37,SEZHUK-210202-001013
52.98291,-1.244444,2/3/2021 12:37,SEZHUK-210202-001013
52.961568,-1.267733,2/3/2021 12:37,SEZHUK-210202-001013
52.938232,-1.287775,2/3/2021 12:37,SEZHUK-210202-001013
52.91702,-1.29932,2/3/2021 12:37,SEZHUK-210202-001013
52.892285,-1.30028,2/3/2021 12:37,SEZHUK-210202-001013
52.86951,-1.306898,2/3/2021 12:37,SEZHUK-210202-001013
52.846028,-1.2957,2/3/2021 12:38,SEZHUK-210202-001013
52.823704,-1.302735,2/3/2021 12:38,SEZHUK-210202-001013
52.7997,-1.29868,2/3/2021 12:38,SEZHUK-210202-001013
52.773244,-1.276621,2/3/2021 12:38,SEZHUK-210202-001013
52.752228,-1.273533,2/3/2021 12:38,SEZHUK-210202-001013
52.747003,-1.275641,2/3/2021 12:38,SEZHUK-210202-001013
52.73611,-1.281478,2/3/2021 12:38,SEZHUK-210202-001013
52.730256,-1.282112,2/3/2021 12:38,SEZHUK-210202-001013
52.718127,-1.2841,2/3/2021 12:39,SEZHUK-210202-001013
52.716115,-1.286466,2/3/2021 12:39,SEZHUK-210202-001013
52.69518,-1.292005,2/3/2021 12:39,SEZHUK-210202-001013
52.670869,-1.281419,2/3/2021 12:39,SEZHUK-210202-001013
52.65135,-1.236697,2/3/2021 12:44,SEZHUK-210202-001013
52.638024,-1.219944,2/3/2021 12:44,SEZHUK-210202-001013
52.620411,-1.205094,2/3/2021 12:44,SEZHUK-210202-001013
52.620523,-1.204404,2/3/2021 12:44,SEZHUK-210202-001013
52.619413,-1.203356,2/3/2021 12:45,SEZHUK-210202-001013
52.615025,-1.20276,2/3/2021 12:45,SEZHUK-210202-001013
52.619571,-1.20355,2/3/2021 12:45,SEZHUK-210202-001013
52.619712,-1.203918,2/3/2021 12:45,SEZHUK-210202-001013
52.619662,-1.203531,2/3/2021 12:54,SEZHUK-210202-001013
52.617052,-1.200505,2/3/2021 12:56,SEZHUK-210202-001013
52.619374,-1.203371,2/3/2021 12:56,SEZHUK-210202-001013
52.618547,-1.204396,2/3/2021 12:56,SEZHUK-210202-001013
52.599883,-1.194431,2/3/2021 12:56,SEZHUK-210202-001013
52.575535,-1.196354,2/3/2021 13:56,SEZHUK-210202-001013
52.552534,-1.18492,2/3/2021 13:56,SEZHUK-210202-001013
52.529587,-1.175884,2/3/2021 14:03,SEZHUK-210202-001013
52.506444,-1.185596,2/3/2021 14:04,SEZHUK-210202-001013
52.483164,-1.192058,2/3/2021 14:04,SEZHUK-210202-001013
52.458463,-1.192991,2/3/2021 14:12,SEZHUK-210202-001013
52.433811,-1.193674,2/3/2021 14:12,SEZHUK-210202-001013
52.41067,-1.180548,2/3/2021 14:16,SEZHUK-210202-001013
52.386274,-1.169656,2/3/2021 14:16,SEZHUK-210202-001013
52.362731,-1.157718,2/3/2021 14:16,SEZHUK-210202-001013
52.350302,-1.14698,2/3/2021 14:16,SEZHUK-210202-001013
52.348767,-1.129839,2/3/2021 14:17,SEZHUK-210202-001013
52.34602,-1.114241,2/3/2021 14:17,SEZHUK-210202-001013
52.344822,-1.086753,2/3/2021 14:17,SEZHUK-210202-001013
52.343862,-1.066244,2/3/2021 14:17,SEZHUK-210202-001013
52.335642,-1.062009,2/3/2021 14:32,SEZHUK-210202-001013
52.319891,-1.050793,2/3/2021 14:32,SEZHUK-210202-001013
52.311487,-1.043589,2/3/2021 14:32,SEZHUK-210202-001013
52.301159,-1.021796,2/3/2021 14:32,SEZHUK-210202-001013
52.290571,-1.003397,2/3/2021 14:36,SEZHUK-210202-001013
52.281846,-0.985074,2/3/2021 14:38,SEZHUK-210202-001013
52.275425,-0.96815,2/3/2021 14:39,SEZHUK-210202-001013
52.274886,-0.966811,2/3/2021 14:39,SEZHUK-210202-001013
52.267591,-0.959067,2/3/2021 14:39,SEZHUK-210202-001013
52.266652,-0.958621,2/3/2021 14:39,SEZHUK-210202-001013
52.266605,-0.958586,2/3/2021 14:40,SEZHUK-210202-001013
52.266496,-0.958743,2/3/2021 14:45,SEZHUK-210202-001013
52.266698,-0.958731,2/3/2021 14:45,SEZHUK-210202-001013
52.26643,-0.958961,2/3/2021 14:45,SEZHUK-210202-001013
52.266078,-0.959626,2/3/2021 14:45,SEZHUK-210202-001013
52.26657,-0.958735,2/3/2021 14:46,SEZHUK-210202-001013
52.266089,-0.958785,2/3/2021 14:47,SEZHUK-210202-001013
52.266699,-0.960512,2/3/2021 14:47,SEZHUK-210202-001013
52.265558,-0.95644,2/3/2021 14:47,SEZHUK-210202-001013
52.267153,-0.960698,2/3/2021 14:47,SEZHUK-210202-001013
52.266592,-0.960106,2/3/2021 14:47,SEZHUK-210202-001013
52.267069,-0.960431,2/3/2021 14:51,SEZHUK-210202-001013
52.266659,-0.960017,2/3/2021 14:54,SEZHUK-210202-001013
52.267288,-0.960647,2/3/2021 14:54,SEZHUK-210202-001013
52.263562,-0.956755,2/3/2021 14:54,SEZHUK-210202-001013
52.266439,-0.959363,2/3/2021 14:54,SEZHUK-210202-001013
52.267215,-0.960797,2/3/2021 14:58,SEZHUK-210202-001013
52.266853,-0.960852,2/3/2021 14:58,SEZHUK-210202-001013
52.267111,-0.960457,2/3/2021 14:58,SEZHUK-210202-001013
52.267194,-0.960374,2/3/2021 14:58,SEZHUK-210202-001013
52.267258,-0.960268,2/3/2021 14:59,SEZHUK-210202-001013
52.267007,-0.959694,2/3/2021 15:01,SEZHUK-210202-001013
52.266973,-0.959679,2/3/2021 15:02,SEZHUK-210202-001013
52.262829,-0.955895,2/3/2021 15:02,SEZHUK-210202-001013
52.262549,-0.955682,2/3/2021 15:09,SEZHUK-210202-001013
52.254759,-0.938933,2/3/2021 15:09,SEZHUK-210202-001013
52.254524,-0.938506,2/3/2021 15:09,SEZHUK-210202-001013
52.247893,-0.924567,2/3/2021 15:09,SEZHUK-210202-001013
52.247761,-0.924487,2/3/2021 15:12,SEZHUK-210202-001013
52.241483,-0.916118,2/3/2021 15:12,SEZHUK-210202-001013
52.240204,-0.915247,2/3/2021 15:12,SEZHUK-210202-001013
52.240129,-0.915214,2/3/2021 15:12,SEZHUK-210202-001013
52.236524,-0.909246,2/3/2021 15:19,SEZHUK-210202-001013
52.236539,-0.908871,2/3/2021 15:19,SEZHUK-210202-001013
52.23391,-0.897999,2/3/2021 15:19,SEZHUK-210202-001013
52.233966,-0.897718,2/3/2021 15:19,SEZHUK-210202-001013
52.230124,-0.896085,2/3/2021 15:19,SEZHUK-210202-001013
52.230022,-0.896047,2/3/2021 15:19,SEZHUK-210202-001013
52.223479,-0.89693,2/3/2021 15:19,SEZHUK-210202-001013
52.22315,-0.896952,2/3/2021 15:19,SEZHUK-210202-001013
52.215273,-0.893457,2/3/2021 15:19,SEZHUK-210202-001013
52.215074,-0.892986,2/3/2021 15:19,SEZHUK-210202-001013
52.210985,-0.891601,2/3/2021 15:27,SEZHUK-210202-001013
52.210959,-0.893714,2/3/2021 15:27,SEZHUK-210202-001013
52.209814,-0.89337,2/3/2021 15:27,SEZHUK-210202-001013
52.210203,-0.893763,2/3/2021 15:27,SEZHUK-210202-001013
52.211094,-0.893462,2/3/2021 15:30,SEZHUK-210202-001013
52.21358,-0.893382,2/3/2021 15:30,SEZHUK-210202-001013
52.210619,-0.889843,2/3/2021 15:30,SEZHUK-210202-001013
52.210544,-0.893315,2/3/2021 15:30,SEZHUK-210202-001013
52.21097,-0.893748,2/3/2021 15:30,SEZHUK-210202-001013
52.2096,-0.892871,2/3/2021 15:30,SEZHUK-210202-001013
52.213906,-0.894158,2/3/2021 15:30,SEZHUK-210202-001013
52.211008,-0.893068,2/3/2021 15:30,SEZHUK-210202-001013
53.538982,-1.034244,2/3/2021 15:31,SEZHUK-210202-001013
53.536932,-1.036284,2/3/2021 15:31,SEZHUK-210202-001013
53.536971,-1.03632,2/3/2021 15:31,SEZHUK-210202-001013
53.537041,-1.036472,2/3/2021 15:31,SEZHUK-210202-001013
53.538879,-1.034454,2/3/2021 15:31,SEZHUK-210202-001013
53.540263,-1.022465,2/3/2021 15:31,SEZHUK-210202-001013
53.497087,-1.060523,2/3/2021 15:31,SEZHUK-210202-001013
53.482901,-1.140169,2/3/2021 15:31,SEZHUK-210202-001013
53.454364,-1.214223,2/3/2021 15:31,SEZHUK-210202-001013
53.434946,-1.243058,2/3/2021 15:31,SEZHUK-210202-001013
53.409444,-1.258451,2/3/2021 15:31,SEZHUK-210202-001013
53.385151,-1.277588,2/3/2021 15:32,SEZHUK-210202-001013
53.358983,-1.283944,2/3/2021 15:32,SEZHUK-210202-001013
53.332892,-1.285275,2/3/2021 15:32,SEZHUK-210202-001013
53.281131,-1.298317,2/3/2021 15:32,SEZHUK-210202-001013
53.256733,-1.320341,2/3/2021 15:32,SEZHUK-210202-001013
53.231939,-1.332291,2/3/2021 15:32,SEZHUK-210202-001013
